# charactristic, type, id, mat1, mat2, tmat, weight, delta
cf59a2e04385eba932898bf8fda40df7,32,0,59a30b34,d2e0f4b9,e0095fff,67,0
b5110a02ae76666f1a9a60358bd94563,32,0,52a80a55,d2b8f4af,f9b3ff7f,59,0
943d2a562fcd975332bc9ae4c71048fb,32,0,26dc04db,d118f447,4b3037ff,65,0
cd43f0bfbd285349bab4ae5409806e33,32,0,bc451788,cdd0f375,7d1597ff,63,0
a44a167eebdf206386126eda360d032b,32,0,a059140b,cd30f34d,dee02fff,61,0
8a2e9d779802b4bc063083b897f1955b,32,0,946d128d,cc90f325,72f01bff,61,1
9bf076f6dc3a1ab20ae39ffbb475058b,32,0,21d8043b,c938f24f,28933f7f,71,0
8ba71313ec9d2149eed4eaa021ea18ef,32,0,d1291a25,c6b0f1ad,646afbff,63,0
c382d5863bd1a35ffa54d0ff52ae786f,32,0,b9411728,c5f0f17d,5a6f73ff,71,0
893a6e89bc0116e0aa1719626b812963,32,0,956d12ad,c490f125,68dfbfff,55,0
d764d3b29a55b4766c7da7289ed82453,32,0,8c74118e,c458f117,23bd75bf,67,0
fb9a4db98a9c0118c4731b07e2114ef3,32,0,8f7711ee,c440f111,cbcbbbff,61,0
ad2ea368d8065efb18cb8827c8bae817,32,0,61990c33,c330f0cd,e80fb5ff,63,1
bcf290d1339e97be48bd50a6cb21fc17,32,0,32ca0659,c1a8f06b,e025fbff,67,0
aaa3b959613c6f51d9624a61b10b6103,32,0,ee191dc3,bf30efcd,6956fcff,59,0
c1304a9a54df3dcacde8dba253b3f0cb,32,0,c53218a6,be68ef9b,adb0fbff,67,0
aaa609f9fd141e02e9282c2c064a288f,32,0,7b8c0f71,bb98eee7,833a7aff,55,0
d274b41973f3b275e91796acad029ccb,32,0,47b008f6,ba78ee9f,154179ff,67,0
c40fcfb782eb92f53bfd12b92b1ff17b,32,0,36c106d8,b9f0ee7d,f7e5ebff,75,0
d8014251f8011fe2eba38cc618848243,32,0,12e5025c,b8d0ee35,e5ef9ffd,51,0
b723d2435cc161ab8d371f89a3d552d3,32,0,fc0a1f81,b7a8edeb,59fe7d7f,65,0
eeda276f60152af8c9c1fd57d30a2653,32,0,c73118e6,b670ed9d,2fabffff,67,0
de2d5c1a39be0499dd7e7d880b06f297,32,0,9365126c,b4d0ed35,14cebf7f,67,0
82eb2c1bd35ee0f56f9d564d037587a7,32,0,5bad0b75,b290eca5,d4bf77ff,69,0
f04b0f2be5c3f70d01f954288ae5e037,32,0,41b70836,b240ec91,87a9e4fd,63,0
cff3b79b7d86aa97d1ad61cb28826247,32,0,26d004da,b178ec5f,08d3eeff,69,0
ec42ea55aca16c02bd4868d82e205e53,32,0,16e002dc,b0f8ec3f,ad513d7f,57,0
854b0c94fa561f2881eea85611ad334b,32,0,0afc015f,b018ec07,d6ff7bff,59,0
fd19f629e9082a0e21c0663793f4181b,32,0,e4111c82,af70ebdd,bfad7bff,59,0
dc32bee55b3bcd2a65093e694863d8df,32,0,e3161c62,af48ebd3,45d5f7ff,69,0
db95f6f241bb24efe79562fdcde5a16f,32,0,c1341826,ae58eb97,65223bff,77,0
ac0888d70eb2fb6323416d411cc6439f,32,0,ce3b19c7,ae20eb89,40a77f7f,59,0
99c0768f812d7a3dc1eb2485bc6696eb,32,0,699c0d33,ab18eac7,24ebf7ff,65,0
c504deb6c46df91a2fadcb82940a670b,32,0,47b208f6,aa68ea9b,adeabf5f,63,0
b299a0938b642696eb79c43e452985fb,32,0,48bd0917,aa10ea85,e5d3f3ff,63,0
deaa73df978f8bd01180abe6b549a0df,32,0,32c70658,a9c0ea71,33b737fd,69,0
a9370dfad886545cd554a45a646a422f,32,0,3dc807b9,a9b8ea6f,7deebdff,61,0
bf4b1ecc1a1662c46b5182c07529e2c3,32,0,3fca07f9,a9a8ea6b,452bbbff,59,0
80f4cee4b1db2946d7ea15ac4010adef,32,0,2bde057b,a908ea43,fba5ffff,63,0
d90d3bc88d0f6215931cf77230cfd96f,32,0,10e5021c,a8d0ea35,d08c6d7f,67,0
fe0d05d7cd0b88528de7fced6f84a423,32,0,e5111ca2,a770e9dd,96112f7f,67,0
89907bf2820257de4933f351bea746d3,32,0,ea1e1d43,a708e9c3,cc5bf7ff,65,0
ddbc58191c2c4ec7e102f5fe69269837,32,0,d5211aa4,a6f0e9bd,cf95df7f,65,0
c6159de87c462a15b3c03715df3b92bf,32,0,d3271a64,a6c0e9b1,7d93c3ff,67,0
b4b5bed84adb3deddda4357056abf52f,32,0,c93d1927,a610e985,e87033ff,75,0
efd1366e26934117dd91246c6c1fb023,32,0,b64216c8,a5e8e97b,918bfd5f,63,0
e09c2d9348dd55a745df5592366b6247,32,0,63970c72,a340e8d1,01877dff,65,0
c32d705d99fa9332293a5c8130c95e53,32,0,53a70a74,a2c0e8b1,ef6bb5fd,61,0
8e32834504aacf48fbe5c9888c6076ef,32,0,5da90bb5,a2b0e8ad,f5a7adff,61,0
f1401e2aa3459ce215a98d1335f07647,32,0,30c40618,a1d8e877,9acdfadf,59,0
b4b766e0e57b5aa68101f1b276b471ff,32,0,2fdb05fb,a120e849,3f1df7ff,69,0
af1ea31185113e74d3c33359c0a97b77,32,0,29dd053b,a110e845,abbb7edf,65,0
9ad3ede996a6ce7901231cd0d748e78f,32,0,1bef037d,a080e821,575efbff,67,0
9240ee56545e0bcb3eab736974f384ff,32,0,dc2f1b85,9e80e7a1,54fbedff,69,0
89ee433f07bc79010086130d55b0432b,32,0,a95a152b,9d28e74b,65b1afff,55,0
beb918c5771fa8bdfa4a6dc99f642303,32,0,ac5f158b,9d00e741,8f66ffff,69,0
90dd93cc04c23c627a6880ab3e98b573,32,0,986b130d,9ca0e729,5d5bfdff,59,0
8cd6ae8ae200c0269a7c7899ba428fc7,32,0,29da053b,9928e64b,8d92b9ff,59,0
fac7ee6b45befb0c860678706a3ba90f,32,0,f6041ec0,97d8e5f7,1e6b7dff,69,0
87280e9eb2cd9f0f2c89cf2999c0982b,32,0,df2d1be5,9690e5a5,8ddafbff,61,0
b54560e9887290df101a1ebb9cf9b03f,32,0,bc4e1789,9588e563,7b9b7f7f,63,0
c57f56dbddfba69656524d93c85c2b7f,32,0,9163122c,94e0e539,4bddecdf,75,0
8d5df8d6393f32982e3dd5432c4686a3,32,0,8a78114f,9438e50f,6b6df7ff,65,1
d4a6d5c2aa4b1e80366ef35f7c8676f3,32,0,57a50af4,92d0e4b5,0c5036df,69,1
8fc25d74c603627a365be243463233ff,32,0,28da051b,9128e44b,593b75ff,65,0
87aa91fb80d46115d03d7f0a90ce83ef,32,0,eb1a1d63,8f28e3cb,ffe737bf,63,0
e4d1e9ea6e59a9b082c007618d9b3d23,32,0,d1201a24,8ef8e3bf,04e6e7ff,61,0
ff7f44833dbbdb7abced6705acd8faf7,32,0,a455148a,8d50e355,3dbbeaff,81,0
8a782fa411a62547501539f4a0cee4d7,32,0,9c6d138d,8c90e325,eacdb7ff,59,0
e1e9045f8be51097183a6cf56269f1cf,32,0,51a00a34,8af8e2bf,a31f7b7f,65,0
a9cbaa526f2184996055f42586735c13,32,0,4abb0957,8a20e289,f80b657f,59,0
b3e939ffd47412f586d69b14a66a5fff,32,0,ef1f1de3,8700e1c1,b066abff,75,0
ce06d90a230776f62c592c4d55916edb,32,0,c63618c6,8648e193,8872bdff,63,0
f4845437f15ef5003a52b6f8381ba497,32,0,c73718e6,8640e191,4157dfff,63,0
b44e71e8cef4fb30044ac78023ec264f,32,0,cd3d19a7,8610e185,89cddfff,61,0
b6d30c729e68cc9940893442698717c3,32,0,8979112f,8430e10d,ebeae7ff,57,0
fef37a47d50c3fdc64436850ad823ecf,32,0,74840e90,83d8e0f7,2cde5fff,69,1
afe204b932b6eeb166c2632622b0654b,32,0,5eae0bd5,8288e0a3,bc93f7ff,61,0
9d8802563b81f77936be103bb0d78003,32,0,4ebe09d7,8208e083,706c5bff,59,0
bb036a15a0baef809c04b67e7998f42b,32,0,18e8031d,80b8e02f,f45feeff,63,0
e55dd72e86ee4d165a6e08348cc1f91b,32,0,01f1003e,8070e01d,8fbdf9ff,65,0
f499df1418b43a64f8e859ce50a641af,32,0,ef001de0,7ff8dfff,9d7fbbff,63,0
d08fcacdd313153416910c49d382040b,32,0,fd121fa2,7f68dfdb,73f5fedf,53,0
8c4b62f496539613f8d7e34efbeef5eb,32,0,d33c1a67,7e18df87,902efdbf,75,0
edafbf4787e20e54b24cac258ccffe7b,32,0,4ba40974,7ad8deb7,fbf6e5ff,73,0
9a32c162c8ebd1d87698a3995dec1c8b,32,0,44ab0895,7aa0dea9,58477fff,63,1
f49b072cb7145d2fa44d9d0c70b9c57f,32,0,09e6013c,78c8de33,083f2dfd,67,1
fc738cfe6c7ac711e23a74a48f54ea7b,32,0,18f7031e,7840de11,4c5d7edf,71,0
f2b071ff4523504cfe7fcecdf46578f7,32,0,fb151f62,7750ddd5,687ffdff,75,1
94f13c63e1b246856add19f026dd8e07,32,0,a74914e9,75b0dd6d,383ff5ff,63,0
b80fa268f17bf3ebc2d3a5df5a14e4a7,32,0,a44a1489,75a8dd6b,c1f3edff,71,0
b27d3cb849014864ac881d3a78cc3773,32,0,826c104d,7498dd27,7de7f7fd,59,0
e4c9d2691b9b178770308e1a52679197,32,0,6c820d90,73e8dcfb,0ff5f6ff,61,1
e91c04aeb96145cd9cf76a6bf5393bf3,32,0,68860d10,73c8dcf3,9df1bbfd,71,0
e653c76b788f3636581cdf578f526d47,32,0,5bb50b76,7250dc95,a5afbdff,71,0
8ae0537af9dd022102f4c46e5623d777,32,0,f31e1e63,6f08dbc3,9ef07fff,63,0
e44efdacb5aa98cebcce5874ec28c3df,32,0,cd2019a4,6ef8dbbf,8ea2ffff,71,0
fadd0dd09fdc2270285335c995d8816b,32,0,ad4015a8,6df8db7f,5f8ffd7f,63,0
8d4073f5d0d5fdfcec873a7544fb639b,32,0,a24f1449,6d80db61,cfef55bf,73,0
8fd8becf1c61bb06980eaffab9d11b9b,32,0,739e0e73,6b08dac3,eb92fdfd,71,1
ac69e301cd467d93f4eba6e9bf73278f,32,0,43ae0875,6a88daa3,b0f7eb7f,73,0
e44c25941a0aff85e06b9cb6cc37470f,32,0,2bc60578,69c8da73,14d3bfff,63,0
b7c74e689ea40f59cac6c68d9e30e05b,32,0,36db06db,6920da49,b47d9fff,65,0
b55d5b6afdb02ee8e2ea97c043051c8b,32,0,01ec003d,6898da27,31fb9fff,65,1
e6d63096791ede34c847cdfb1102bbdf,32,0,1cf1039e,6870da1d,95d7defd,69,0
b1ec38bb6c93023a90f4954c1aec5dd3,32,0,c4281885,66b8d9af,f4bf2fbf,63,0
d8e5de7a3a647110ac5255c2256130cb,32,0,d8341b06,6658d997,aaafaeff,59,0
d5376025ab1635422c7a133c156157f3,32,0,af4315e8,65e0d979,e93bafff,61,0
da78a3e06af846b9e891a6006f0a0147,32,0,9c70138e,6478d91f,30cf33ff,57,0
e262e3e7741583b58a13a93affaab30b,32,0,4ca00994,62f8d8bf,496fb3ff,67,0
971968357216341c73fbd35538b42c03,32,0,d13a1a27,5e28d78b,69c7bfff,61,0
b30815748a390d54f16d245d2ccea4fb,32,0,b05b160b,5d20d749,90fbe3ff,61,0
845f4e8efa9adce80ba15a99e61ac4d3,32,0,b55e16ab,5d08d743,f826fbff,65,0
cbdaa89404dea123f1529edd878610bf,32,0,8c67118c,5cc0d731,c3b776df,63,0
f46578bcaf13eaa14de909b1b2bf5f93,32,0,9873130e,5c60d719,fff3dbff,71,0
efccbd4dcf798e731f2bcb5a04a2551b,32,0,9e7513ce,5c50d715,95d4dedf,71,0
8b12557394d4c85893ef2b67bc6e16b7,32,0,608b0c11,5ba0d6e9,e412feff,67,0
a2d1966dfd89b54291519a919814f977,32,0,769d0ed3,5b10d6c5,da995fff,63,0
c9450d36fbe2f1c1e934a9ddedf2a5e3,32,0,2ec505d8,59d0d675,1bbddf7f,71,0
bbe52e06cd7fe6398750abb86462c273,32,0,34df069b,5900d641,21436edf,67,0
bc426611d7ff0ffc05ccf72ce1e4bbc3,32,0,16fd02df,5810d605,ddbafffd,71,0
ecdf262bd8f23a37dfe3f30f6f8c247f,32,0,ec061d80,57c8d5f3,d663ef7f,77,0
b7bcc605873250d5b339409cc266ac2f,32,0,e00a1c01,57a8d5eb,f8ab7fff,61,0
ee453329bbe61b86f7cfa242b2b9d8af,32,0,db311b66,5670d59d,e247fdfd,71,0
ee425bb1886e0d9e9b2000cd25e715f3,32,0,a8421508,55e8d57b,1aefbbfd,61,0
ca544e6843c922ce7559554aa6c35057,32,0,ba50174a,5578d55f,e1bffcff,59,0
deb2485ce24d35e7e370229d6ab50c6b,32,0,8f6511ec,54d0d535,02eeb3ff,65,0
a92f3679ad44ea6b27a42d21bb96ee9b,32,0,806a100d,54a8d52b,9067fdff,69,0
93af637cd0bd0ed66d0a7356f603a007,32,0,678d0cf1,5390d4e5,a7dffdff,65,1
faa685bd864a7dfc51acb3d8c98ecd1f,32,0,7b910f72,5370d4dd,3dffa7ff,71,0
80ee2d5f6bb9f03a79bf5815bff3858b,32,0,709a0e13,5328d4cb,ccc0f6fd,73,0
d917d873576dbb693d49bacbcf2cf10b,32,0,4ba10974,52f0d4bd,5a19f5ff,73,0
b5240b3f4b86162fc7b0d5133f4cd42f,32,0,31db063b,5120d449,d7b19f7d,65,0
cfece4803bcc02b84fb24a3f602003af,32,0,e8011d00,4ff0d3fd,a957fdbf,59,0
82f31798a69c5ec29d6ddf36dc892b13,32,0,e60f1cc1,4f80d3e1,9afb7dff,67,0
de37bfa1e3dcdde5732b3031f4e5daf3,32,0,c8211904,4ef0d3bd,ac9eb9bf,77,0
932f24214d049787cd1b07b7df123f13,32,0,b55c16ab,4d18d347,085bfdff,63,0
87c92215ec8080ae5b3270601364632f,32,0,8069100d,4cb0d32d,c12dffff,53,0
9c60e7e48ceae47c09f0b28ba57969a7,32,0,866f10cd,4c80d321,c92f8efd,65,0
82f47f00951448daf1827db94bd7e64f,32,0,957c12af,4c18d307,81c22fff,65,0
b09ca1d733833659fd5bca66f9af87d7,32,0,638a0c71,4ba8d2eb,b95edfff,73,0
cd734122c4f0525a57d47d3f0a54b6f3,32,0,4aa30954,4ae0d2b9,95e6bd7f,65,0
b73be9c02903df9c7fc796f27c29fe67,32,0,41a80835,4ab8d2af,2449afff,75,0
e96554fb0f577d0ab9ad28b88970f357,32,0,58b10b16,4a70d29d,1fee75ff,69,1
9ef82ade405ea2867d792704585311a7,32,0,57be0af7,4a08d283,d873f3ff,61,0
f2cbf9925cb50fc0878048dca8333483,32,0,2dc405b8,49d8d277,19e85dfd,59,1
8dbe0c65c8d24a720523aec886fdf977,32,0,33da067b,4928d24b,78ce6bff,65,0
f67a9a43cd962312f59e4a50f1da75db,32,0,e8001d00,47f8d1ff,9e69e7ff,69,0
837a99fcd203cb377589b62e6a92a6a7,32,0,a34b1469,45a0d169,df7ff9ff,67,0
ea737f3d84f4b81d492f76a0551fcbbf,32,0,bf5717ea,4540d151,ae3fffff,73,0
8c355a3913edb8ccb162031210f9f013,32,0,9078120f,4438d10f,e4ffb5ff,57,0
d0f32a38f90d5ca0038128d7188a8523,32,0,58b00b16,4278d09f,6f4bef7f,53,0
a76e541db604832cc755276bc9a967d3,32,0,57bf0af7,4200d081,0e27fffd,65,0
a7693c85858c9534abba85e45ef7aa8f,32,0,24cc0499,4198d067,db0f59fd,67,0
a5f32987e698b4858396d4a983c2565f,32,0,13fb027f,4020d009,1ca5b5ff,63,0
ad31f0739e4cf6d486d4a3d3801889ff,32,0,af4815e9,3db8cf6f,fc0af7ff,65,0
d0de1086693f92d72c5b148a73e3b8db,32,0,866110cc,3cf0cf3d,ecb6bf7f,65,0
a741b69b89962a10b42adff482dfdefb,32,0,6f880df1,3bb8ceef,647fbcff,69,0
b13da5ad4b061c880a2ff96e939c7e17,32,0,6d8a0db1,3ba8ceeb,15343bff,65,0
f36afde82430251170f47bd4c200cd43,32,0,23c40478,39d8ce77,5826feff,59,0
a0e19614a09ed5cd5a5921ef90076a17,32,0,3ed907db,3930ce4d,22d1fbfd,59,0
81caded812ad32e91e9079b14b90aad3,32,0,39de073b,3908ce43,3fb03dfd,61,1
9dc4533e6847bffececee7ce780bd9eb,32,0,1dfa03bf,3828ce0b,17e7ebff,77,0
a746de03ba1e3c08d8c57d7b158113a7,32,0,1cfb039f,3820ce09,2627bbff,63,0
bcef1bf2da7458da8a07bf90a39c192f,32,0,1afd035f,3810ce05,ebb8fbff,69,0
e49ad01a0e17f72f165f521bd219a997,32,0,f1171e22,3740cdd1,b589fdff,65,0
9307ae3f411e28a3d28b5da7033a4b67,32,0,fe181fc3,3738cdcf,ab61ddff,63,0
e33af095271f08f2f82cac00c0c11d7b,32,0,a0461408,35c8cd73,43c8fdff,59,0
9300c6a772963ebbbe64ff289464863b,32,0,8d6b11ad,34a0cd29,2977bf7f,65,0
8d945e436b68921d4616301a7aca09d3,32,0,9e7813cf,3438cd0f,946dffff,57,0
9be84d75a9f8a485f81316806b89a93f,32,0,9c7a138f,3428cd0b,1db27f7d,63,0
e60575b8f12ba7cd0e39651bb86d1ccb,32,0,53b50a76,3250cc95,d917abff,67,0
bd669596aeebcd2f62e3d6881587949b,32,0,5fb90bf7,3230cc8d,e5ee85fd,69,0
d4681bcfcb94a81d32aab489bd5434df,32,0,30d6061a,3148cc53,0c5b5dfd,65,0
d1d501872fb9f938380bcdb1ccf62eab,32,0,f7121ee2,2f68cbdb,83e3b77f,67,0
9e50e79dd1fd84f3c2f809f5ad6afac7,32,0,ce2b19c5,2ea0cba9,b5f7abff,73,0
c00e5aa6f7a926650492b7bf5833f7f7,32,0,d7321ae6,2e68cb9b,95fdbdbf,69,1
c5346f2bbdb5f809c2cd18e997debfcb,32,0,b154162a,2d58cb57,f80f7fff,73,0
882b9c3320e5a47310128de02b779777,32,0,bf5a17eb,2d28cb4b,18f77aff,59,0
cf46f1fb05cf4386ac96a00cb5066c1f,32,0,977212ee,2c68cb1b,04ceffff,63,0
9ccf423f2ec1d411da9e3ef5c71e4f9b,32,0,6c890d91,2bb0caed,246f35ff,71,1
d1d7d9bf80199e7364ae0973ece9aa7b,32,0,11f4023e,2858ca17,e4f2a67f,71,0
e70cbc81180dab6946cc78e227670e6b,32,0,c4201884,26f8c9bf,d991ebff,61,1
d566ba6e113ab2a116b00bffb500eb23,32,0,d4301a86,2678c99f,26fbeb7d,63,0
a066b9d10eaf5a8496a7f7812e48385f,32,0,9f7b13ef,2420c909,3bc9eadf,63,0
fb0781c7fecf572da6d880d0a3bd34df,32,0,75910eb2,2370c8dd,623abbff,71,0
814f2925133cdaeb8ecb6b1dd5c07c4b,32,0,7e9a0fd3,2328c8cb,855defff,65,0
8c9affe2b1c688a1620c8f6c729ed62f,32,0,7a9e0f53,2308c8c3,7b0eedff,65,0
a2fe74ebc21b1c7ee22e620ed362405f,32,0,4eaa09d5,22a8c8ab,8c4bbf7f,65,0
95ae47898130dbda740dbe458ee8ed2b,32,0,38dc071b,2118c847,dbe3697f,65,0
e59471bbd4b9ed933245ed6dda4d766b,32,0,15f102be,2070c81d,3f9bbfff,73,0
ceb62fcac766eeb461288bc77f54290f,32,0,e2011c40,1ff0c7fd,36a1edfd,69,0
bc160cfaf1fbf94c0f4c89a2f6c44e9f,32,0,f81b1f03,1f20c7c9,8df277ff,69,0
c91167dddde60771e3b4d753fad250bf,32,0,c0231804,1ee0c7b9,ebeeb7ff,73,0
9a9a0c215948f7adc9198d68a8d5f7eb,32,0,dd3e1ba7,1e08c783,24cda1ff,65,0
f6a9df6d45a35aeb33e0e2b058b5d2cf,32,0,a74414e8,1dd8c777,254afdff,71,0
8134a1480aaa8567f734ed0c8996303f,32,0,a84b1509,1da0c769,effedf7f,57,1
8693e95f102a6ca275a8b1980c10498f,32,0,8a69114d,1cb0c72d,d8f5e7fd,55,0
f433ca6f26b77b5a1bccb3fd85802e1f,32,0,9073120e,1c60c719,7db0fdff,71,0
a28724be742d24b9c77420ddaf2b88fb,32,0,7e9d0fd3,1b10c6c5,7c0d6dff,65,0
ed02c2a48a6959723d87e499ceb75c97,32,0,47a408f4,1ad8c6b7,4487ff7f,65,0
e83f9fb1f3fd91069737e9409604d9f7,32,0,52b10a56,1a70c69d,7c3e9dfd,71,0
974d02de5412c2ac797baddb2f94d95f,32,0,3fdc07fb,1918c647,d5bbffff,69,0
9b14eadd1e5f74404d1246ff8990b703,32,0,eb091d61,17b0c5ed,a55bebfd,63,0
9e29b7c867cbbc34e7a24b26d1233263,32,0,fe1c1fc3,1718c5c7,28f3c57f,65,0
a30b1a7a9c9ac01f1fda2f88ae714cc3,32,0,ae4c15c9,1598c567,ceb77fff,63,0
c7d72a7c6897e17fcfbb0b7736a28bbf,32,0,b65416ca,1558c557,647db7fd,77,0
dee622b7c449c357e9f05c137d95f937,32,0,61830c30,13e0c4f9,80137dff,71,0
a194bfd863a690fd07bc1888c405f99f,32,0,0cee019d,1088c423,fb5bb5ff,63,0
d3349ce8553b870569d81aed4d959e0f,32,0,16f402de,1058c417,66edfcff,65,0
93feb9376a91893557c06b9556621cd7,32,0,1cfe039f,1008c403,144bbfff,67,0
a38eed879d0b281d8f813d2430219a5b,32,0,e9081d21,0fb8c3ef,2fabf7bf,59,0
fdd050bcbb5f8a8b49eb836ec578976b,32,0,f0111e02,0f70c3dd,6e9dfcfd,71,0
8dea668eeed6bcc20fa3d04691dd0c2b,32,0,dd3c1ba7,0e18c387,69df35ff,65,0
dcfea8d095441cfc3d68bd7da9ae1e23,32,0,62830c50,0be0c2f9,5763f3ff,69,0
bd1fc5c318ddf5e847b9945b69ce5c3f,32,0,6f8e0df1,0b88c2e3,1b62f77f,73,0
a42b7da8282ba69351b8a57295b8673b,32,0,2dcc05b9,0998c267,5d4bb5ff,63,0
8f72abb42262fa387b2a45c96cf7742b,32,0,0ced019d,0890c225,480e9f5f,67,0
f0075e43b605bf8af989a3dd4239b9df,32,0,12f3025e,0860c219,a9727b7f,69,0
e2cd463cd63eb3d8597d25449dcd9537,32,0,a64614c8,05c8c173,13ff75ff,69,0
f9665bf519f4b041571a236d0bcf1b6f,32,0,46a608d4,02c8c0b3,0c0a5dff,69,1
e7f2c311000a1ce7af68ec5fe5619487,32,0,55b50ab6,0250c095,d4a9737d,63,0
a73f8e560c2804cffd9f3fa869c8db03,32,0,2ccc0599,0198c067,48701fff,67,0
cca59c2c3268d397e49cb24b2a7a6d15,32,0,9a451348,fdd0bf75,df9f7f7d,63,0
e5665f325b35ae8de62203bd0e0082d5,32,0,8c53118a,fd60bf59,5e91bf7f,61,0
c44d17fee90649a9a2eb5be3d5974211,32,0,8b54116a,fd58bf57,fbdeb5ff,65,0
cca744149dc8b4dcb83976890a65e9c5,32,0,7ca30f94,fae0beb9,3806eedf,61,0
dadc3fba6cd0945c6ad3f29c8c788475,32,0,0dd201ba,f968be5b,1ecf7dff,67,0
e93a07918d506932e2018ed41f45a505,32,0,cd1319a2,f760bdd9,5a13f1ff,55,0
e3489941352ad2bd8c5a36313d9d76d1,32,0,eb351d66,f650bd95,9a9bfb5f,63,0
dcf021f1ad6f8f275c0e03d29ffaf4a1,32,0,8c52118a,f568bd5b,b54ddfff,69,0
e672accc7f360cd14a059967f2703eed,32,0,8d5311aa,f560bd59,8de9df7f,67,0
b0c49a25820c3479ca18ce85f8c41cd9,32,0,855b10ab,f520bd49,bf25f7ff,55,1
9ea2c9145e71c7ed169fe72579270e79,32,0,57890af1,f3b0bced,08af7dfd,69,0
9c38dc163d65e65c3eb3b668a412f2a9,32,0,60be0c17,f208bc83,f96fffff,65,0
8ffebdf0285097f9e6f84b4553ad856d,32,0,d60b1ac1,efa0bbe9,496d3fff,71,1
c7dc13fdcc9403f79e97d395b7b728b1,32,0,cd1019a2,ef78bbdf,e05a9eff,73,0
